Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returned
1260.0,US-2019-168620,2019-12-24,2019-12-28,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68000000000004,8.0,76.70400000000001,
1261.0,CA-2020-117079,2020-10-23,2020-10-27,Standard Class,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,Florida,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.8799999999999,3.0,107.98499999999996,
1262.0,US-2019-144393,2019-10-28,2019-11-04,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616000000000003,4.0,-14.0928,
1263.0,CA-2020-105053,2020-07-07,2020-07-09,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,3.0,6.333600000000001,
1264.0,CA-2019-155992,2019-10-01,2019-10-02,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2.0,18.873000000000005,
1265.0,CA-2019-155992,2019-10-01,2019-10-02,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.849999999999994,5.0,10.880999999999998,
1266.0,CA-2020-110380,2020-09-02,2020-09-07,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3.0,1.7738999999999998,
1269.0,CA-2020-121412,2020-09-23,2020-09-27,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Louisville,Colorado,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328000000000003,3.0,3.665999999999995,
1270.0,CA-2020-100426,2020-06-04,2020-06-08,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2.0,5.616,
1271.0,US-2019-103646,2019-04-21,2019-04-26,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4.0,-12.792000000000002,
1272.0,US-2019-103646,2019-04-21,2019-04-26,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.79199999999999,3.0,-126.85920000000002,
1273.0,US-2019-103646,2019-04-21,2019-04-26,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.84799999999999,8.0,-67.27200000000002,
1274.0,CA-2019-119186,2019-05-26,2019-05-26,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368000000000002,2.0,3.6288,
1275.0,CA-2019-119186,2019-05-26,2019-05-26,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.4299999999999,5.0,-88.78399999999998,
1276.0,CA-2019-119186,2019-05-26,2019-05-26,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352000000000002,3.0,5.2026,
1277.0,CA-2019-119186,2019-05-26,2019-05-26,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1.0,-7.199099999999996,
1278.0,CA-2019-148698,2019-05-02,2019-05-07,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3.0,5.396999999999991,
1281.0,CA-2019-160815,2019-09-05,2019-09-06,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3.0,80.73599999999998,
1282.0,CA-2020-122154,2020-04-09,2020-04-11,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3.0,4.913999999999999,
1283.0,CA-2020-122154,2020-04-09,2020-04-11,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.430000000000003,1.0,-13.363000000000005,
1284.0,CA-2020-122154,2020-04-09,2020-04-11,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3.0,88.07399999999998,
1286.0,CA-2019-119445,2019-06-26,2019-07-03,Standard Class,GM-14500,Gene McClure,Consumer,United States,Providence,Rhode Island,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5.0,1.0429999999999984,
1288.0,CA-2019-154711,2019-11-22,2019-11-26,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2.0,11.166400000000005,
1289.0,CA-2019-154711,2019-11-22,2019-11-26,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4.0,4.114799999999999,
1290.0,CA-2019-154711,2019-11-22,2019-11-26,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3.0,7.4952,
1291.0,CA-2019-163384,2019-11-10,2019-11-12,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4.0,4.4604,
1292.0,CA-2019-163384,2019-11-10,2019-11-12,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.400000000000006,5.0,15.552,
1297.0,CA-2020-115427,2020-12-30,2019-01-03,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2.0,4.5188,
1298.0,CA-2020-115427,2020-12-30,2019-01-03,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72,2.0,6.474999999999998,
1299.0,CA-2019-134425,2019-12-08,2019-12-12,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5.0,2.2990000000000066,
1301.0,CA-2019-137043,2019-12-23,2019-12-25,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6.0,166.10039999999995,
1302.0,CA-2019-137043,2019-12-23,2019-12-25,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3.0,83.05019999999998,
1304.0,US-2020-126179,2020-07-03,2020-07-07,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1.0,5.517699999999998,
1305.0,US-2020-126179,2020-07-03,2020-07-07,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.96999999999997,3.0,77.75189999999999,
1306.0,CA-2019-101966,2019-07-14,2019-07-16,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7.0,52.49299999999997,
1307.0,CA-2019-141397,2019-06-20,2019-06-21,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7.0,22.4448,
1308.0,CA-2019-141397,2019-06-20,2019-06-21,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3.0,6.420600000000001,
1309.0,CA-2019-141397,2019-06-20,2019-06-21,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2.0,5.662800000000001,
1310.0,CA-2019-141397,2019-06-20,2019-06-21,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3.0,9.716399999999991,
1311.0,CA-2019-141397,2019-06-20,2019-06-21,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2.0,-8.078399999999995,
1312.0,CA-2019-141082,2019-12-09,2019-12-13,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1.0,1.7343,
1313.0,CA-2019-141082,2019-12-09,2019-12-13,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4.0,56.1752,
1314.0,US-2019-134488,2019-09-24,2019-10-01,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2.0,-13.3176,
1315.0,CA-2019-145919,2019-12-18,2019-12-23,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6.0,18.6624,
1316.0,CA-2019-145919,2019-12-18,2019-12-23,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8.0,62.5056,
1317.0,CA-2019-145919,2019-12-18,2019-12-23,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5.0,28.96499999999996,
1318.0,CA-2020-157651,2020-12-10,2020-12-14,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1.0,3.372499999999999,
1321.0,CA-2020-167703,2020-02-03,2020-02-08,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229,3.0,-4.183199999999998,
1322.0,CA-2020-167703,2020-02-03,2020-02-08,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552,2.0,35.69399999999996,
1323.0,CA-2020-121804,2020-03-03,2020-03-08,Standard Class,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5.0,19.656,
1324.0,CA-2020-162635,2020-10-09,2020-10-10,First Class,EB-14170,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.816,4.0,3.5151999999999988,
1328.0,CA-2019-128258,2019-03-30,2019-04-01,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1.0,5.5565999999999995,
1329.0,CA-2020-106033,2020-10-15,2020-10-18,Second Class,FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4.0,26.376,
1330.0,CA-2019-142762,2019-05-23,2019-05-27,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3.0,16.302,
1331.0,CA-2020-127705,2020-06-02,2020-06-06,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1.0,-0.6435000000000002,
1332.0,CA-2020-127705,2020-06-02,2020-06-06,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2.0,2.401,
1336.0,CA-2019-122133,2019-05-16,2019-05-23,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,4.0,0.0,
1337.0,US-2020-123281,2020-04-02,2020-04-07,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3.0,6.528599999999999,
1338.0,CA-2020-100524,2020-03-31,2020-04-02,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2.0,8.040600000000001,
1339.0,CA-2020-100524,2020-03-31,2020-04-02,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3.0,176.1708,
1340.0,CA-2020-100524,2020-03-31,2020-04-02,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8.0,36.019200000000005,
1341.0,CA-2020-113481,2020-01-02,2020-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2.0,-27.827999999999975,
1342.0,CA-2020-113481,2020-01-02,2020-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5.0,-12.527999999999995,
1343.0,CA-2020-113481,2020-01-02,2020-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854000000000006,6.0,-21.1596,
1352.0,CA-2019-162901,2019-03-28,2019-03-31,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.4,2.0,7.850000000000001,
1353.0,CA-2020-162978,2020-05-04,2020-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,5.0,20.69549999999999,
1354.0,CA-2020-162978,2020-05-04,2020-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,3.0,8.4528,
1355.0,CA-2020-162978,2020-05-04,2020-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1.0,11.283900000000015,
1358.0,CA-2019-145247,2019-05-05,2019-05-07,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3.0,36.404399999999995,
1359.0,CA-2020-160045,2020-04-26,2020-04-27,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,1.0,-1.4413,
1361.0,CA-2020-125199,2020-10-19,2020-10-25,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256,7.0,9.2442,
1362.0,CA-2020-125199,2020-10-19,2020-10-25,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.680000000000003,4.0,7.4,
1363.0,CA-2020-125199,2020-10-19,2020-10-25,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,309.576,4.0,-56.755600000000015,
1364.0,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388000000000005,14.0,-25.592,
1365.0,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,2.0,-63.99599999999998,
1366.0,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.95200000000003,6.0,-35.99280000000004,
1367.0,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,201.584,2.0,15.118800000000007,
1368.0,US-2020-155425,2020-11-10,2020-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.1360000000001,4.0,-146.10960000000014,
1369.0,CA-2020-133249,2020-07-08,2020-07-11,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Pico Rivera,California,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5.0,62.736999999999995,
1372.0,CA-2020-136672,2020-03-07,2020-03-12,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3.0,4.907999999999998,
1382.0,US-2019-100566,2019-09-03,2019-09-09,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3.0,-90.2484,
1383.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1.0,1.6196000000000057,
1384.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,9.0,170.9316,
1385.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45,5.0,0.1890000000000002,
1386.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3.0,7.1592,
1387.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2.0,52.79559999999998,
1388.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2.0,78.9412,
1389.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3.0,28.309500000000007,
1390.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,3.0,126.05580000000002,
1391.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3.0,60.255300000000005,
1392.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3.0,1.544400000000003,
1393.0,US-2019-108504,2019-02-05,2019-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7.0,160.91389999999998,
1394.0,CA-2020-124828,2020-07-03,2020-07-04,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,North Carolina,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,9.552,3.0,1.5521999999999991,
1395.0,US-2020-117247,2020-10-09,2020-10-14,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5.0,-430.6170000000002,
1396.0,US-2020-117247,2020-10-09,2020-10-14,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645,3.0,-42.6528,
1397.0,CA-2019-124485,2019-11-24,2019-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216,4.0,6.025599999999999,
1398.0,CA-2019-124485,2019-11-24,2019-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,11.56,2.0,5.6644000000000005,
1399.0,CA-2019-124485,2019-11-24,2019-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4,4.0,11.492000000000004,
1400.0,CA-2019-124485,2019-11-24,2019-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,6.48,1.0,3.1104000000000003,
1401.0,CA-2019-159212,2019-11-01,2019-11-05,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2.0,6.104000000000001,
1402.0,CA-2019-159212,2019-11-01,2019-11-05,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,South,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,251.79,3.0,118.3413,
1403.0,US-2019-161396,2019-04-19,2019-04-25,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2.0,-58.13319999999999,
1404.0,US-2019-161396,2019-04-19,2019-04-25,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4,5.0,146.79,
1408.0,CA-2019-130407,2019-09-02,2019-09-06,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2.0,19.6248,
1409.0,CA-2019-130407,2019-09-02,2019-09-06,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2.0,9.994999999999996,
1410.0,US-2019-122245,2019-09-25,2019-09-30,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3.0,-204.44580000000005,
1411.0,CA-2020-105144,2020-11-04,2020-11-11,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.680000000000003,2.0,8.879999999999999,
1412.0,CA-2019-136329,2019-07-09,2019-07-13,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2.0,72.5344,
1413.0,CA-2019-136329,2019-07-09,2019-07-13,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,4.0,14.875200000000008,
